1639667531,55,,1639668024,87.48,,1639668357,79.05
1639667532,59.5,,1639668025,87.03,,1639668358,78.95
1639667533,57,,1639668026,86.62,,1639668359,78.85
1639667534,73.75,,1639668027,86.17,,1639668360,78.75
1639667535,75.2,,1639668028,85.78,,1639668361,78.67
1639667536,72.83,,1639668029,85.37,,1639668362,78.62
1639667537,71.29,,1639668030,84.95,,1639668363,78.62
1639667538,70,,1639668031,84.68,,1639668364,78.62
1639667539,69,,1639668032,84.33,,1639668365,78.62
1639667540,68.1,,1639668033,83.98,,1639668366,78.57
1639667541,67.36,,1639668034,83.63,,1639668367,78.48
1639667542,66.75,,1639668035,83.43,,1639668368,78.28
1639667543,66.31,,1639668036,83.23,,1639668369,78.13
1639667544,66.07,,1639668037,82.97,,1639668370,78
1639667545,65.73,,1639668038,82.67,,1639668371,78.03
1639667546,67.12,,1639668039,82.47,,1639668372,78.12
1639667547,68.41,,1639668040,82.27,,1639668373,78.25
1639667548,69.5,,1639668041,82.12,,1639668374,78.35
1639667549,70.47,,1639668042,81.88,,1639668375,78.55
1639667550,71.3,,1639668043,81.65,,1639668376,78.6
1639667551,72,,1639668044,81.4,,1639668377,78.68
1639667552,72.86,,1639668045,81.17,,1639668378,78.78
1639667553,73.74,,1639668046,80.92,,1639668379,78.82
1639667554,74.58,,1639668047,80.65,,1639668380,78.87
1639667555,75.36,,1639668048,80.35,,1639668381,78.72
1639667556,76.04,,1639668049,80.08,,1639668382,78.63
1639667557,76.67,,1639668050,79.77,,1639668383,78.57
1639667558,77.29,,1639668051,79.47,,1639668384,78.48
1639667559,77.9,,1639668052,79.2,,1639668385,78.47
1639667560,78.43,,1639668053,78.95,,1639668386,78.5
1639667561,78.94,,1639668054,78.9,,1639668387,78.57
1639667562,79.66,,1639668055,78.72,,1639668388,78.45
1639667563,80.12,,1639668056,78.53,,1639668389,78.4
1639667564,80.56,,1639668057,78.35,,1639668390,78.4
1639667565,80.94,,1639668058,78.17,,1639668391,78.45
1639667566,81.31,,1639668059,77.97,,1639668392,78.55
1639667567,81.68,,1639668060,77.77,,1639668393,78.68
1639667568,82.08,,1639668061,77.53,,1639668394,78.78
1639667569,82.46,,1639668062,77.28,,1639668395,78.92
1639667570,82.62,,1639668063,77.05,,1639668396,79.1
1639667571,82.78,,1639668064,76.88,,1639668397,79.25
1639667572,82.93,,1639668065,76.97,,1639668398,79.38
1639667573,83.07,,1639668066,77.08,,1639668399,79.43
1639667574,83.2,,1639668067,77.22,,1639668400,79.52
1639667575,83.31,,1639668068,77.3,,1639668401,79.55
1639667576,83.41,,1639668069,77.4,,1639668402,79.68
1639667577,83.51,,1639668070,77.45,,1639668403,79.82
1639667578,83.6,,1639668071,77.4,,1639668404,80.02
1639667579,83.69,,1639668072,77.4,,1639668405,80.2
1639667580,83.82,,1639668073,77.47,,1639668406,80.3
1639667581,83.92,,1639668074,77.52,,1639668407,80.37
1639667582,84.06,,1639668075,77.55,,1639668408,80.45
1639667583,84.17,,1639668076,77.5,,1639668409,80.53
1639667584,84.28,,1639668077,77.43,,1639668410,80.65
1639667585,84.38,,1639668078,77.35,,1639668411,80.68
1639667586,84.48,,1639668079,77.17,,1639668412,80.75
1639667587,84.58,,1639668080,77.07,,1639668413,80.63
1639667588,84.64,,1639668081,76.92,,1639668414,80.48
1639667589,84.8,,1639668082,76.92,,1639668415,80.33
1639667590,84.93,,1639668083,76.93,,1639668416,80.1
1639667591,85.55,,1639668084,76.83,,1639668417,80.02
1639667592,86.02,,1639668085,76.68,,1639668418,79.95
1639667593,86.68,,1639668086,76.52,,1639668419,79.88
1639667594,86.15,,1639668087,76.43,,1639668420,79.85
1639667595,86.35,,1639668088,76.32,,1639668421,79.82
1639667596,86.9,,1639668089,76.2,,1639668422,79.78
1639667597,87.47,,1639668090,76.1,,1639668423,79.73
1639667598,88.07,,1639668091,75.85,,1639668424,79.67
1639667599,88.68,,1639668092,75.75,,1639668425,79.58
1639667600,89.35,,1639668093,75.68,,1639668426,79.5
1639667601,89.82,,1639668094,75.65,,1639668427,79.38
1639667602,90.27,,1639668095,75.6,,1639668428,79.4
1639667603,90.67,,1639668096,75.52,,1639668429,79.37
1639667604,91.02,,1639668097,75.57,,1639668430,79.28
1639667605,91.43,,1639668098,75.6,,1639668431,79.32
1639667606,91.38,,1639668099,75.52,,1639668432,79.38
1639667607,91.3,,1639668100,75.43,,1639668433,79.37
1639667608,91.25,,1639668101,75.35,,1639668434,79.32
1639667609,91.2,,1639668102,75.27,,1639668435,79.17
1639667610,91.17,,1639668103,75.23,,1639668436,78.97
1639667611,91.15,,1639668104,75.22,,1639668437,78.72
1639667612,91.05,,1639668105,75.18,,1639668438,78.4
1639667613,90.93,,1639668106,75.05,,1639668439,78.05
1639667614,90.78,,1639668107,74.95,,1639668440,77.73
1639667615,90.67,,1639668108,74.82,,1639668441,77.57
1639667616,90.57,,1639668109,74.65,,1639668442,77.4
